N,P,K,pH,Organic_Carbon,Temperature,Humidity,Rainfall,Crop,Soil_Type,Fertilizer
35.4,37.2,29.4,5.3,0.74,21.2,61.3,1474.0,Maize,Silt,NPK 15-15-15
37.6,31.5,25.8,4.92,1.61,25.6,93.0,1588.0,Maize,Loamy,NPK 15-15-15
44.7,47.4,47.1,7.52,1.01,30.6,79.0,1735.0,Rice,Silt,Organic Compost
33.6,42.1,58.7,6.45,0.71,26.7,81.9,1958.0,Beans,Clay,Organic Compost
31.5,35.3,32.5,7.01,2.42,34.4,72.6,1256.0,Sorghum,Clay,Organic Compost
40.7,35.6,41.5,6.3,1.33,37.3,70.4,1321.0,Cassava,Silt,NPK 20-10-10
23.9,19.7,48.5,7.94,2.55,25.0,75.8,893.0,Cassava,Silt,DAP
44.5,32.1,32.3,6.06,0.45,36.0,52.2,1409.0,Cassava,Clay,NPK 20-10-10
13.9,54.9,49.4,7.65,0.85,29.4,87.7,1006.0,Cassava,Loamy,Organic Compost
16.8,15.8,37.7,5.34,1.26,26.0,78.5,445.0,Millet,Loamy,NPK 20-10-10
29.5,37.7,34.9,7.0,1.06,35.1,73.9,1136.0,Beans,Silt,NPK 15-15-15
45.9,24.0,36.9,7.95,1.61,18.8,93.2,1303.0,Rice,Loamy,Potash
16.1,17.6,19.5,7.56,0.93,31.2,79.5,1968.0,Millet,Sandy,NPK 15-15-15
52.2,52.9,45.5,5.93,2.54,29.7,52.0,1721.0,Cassava,Loamy,Organic Compost
28.3,29.5,30.7,5.1,1.14,33.8,81.9,1817.0,Maize,Sandy,NPK 15-15-15
17.3,13.8,24.3,6.33,1.65,31.4,53.2,1831.0,Rice,Sandy,Urea
13.2,25.3,47.7,7.56,1.49,26.0,42.2,1185.0,Rice,Silt,Urea
55.5,50.3,59.5,6.23,1.49,29.2,88.5,729.0,Wheat,Clay,Potash
44.9,57.3,58.1,5.9,1.91,27.8,70.6,1701.0,Sorghum,Clay,Organic Compost
48.7,32.8,32.5,4.96,2.49,34.7,80.2,1269.0,Tomato,Clay,NPK 15-15-15
28.2,50.0,43.0,5.54,1.4,29.5,78.6,1592.0,Beans,Clay,Organic Compost
40.9,22.6,37.2,6.77,1.14,21.4,72.1,1632.0,Maize,Silt,Potash
56.5,52.0,25.4,6.4,2.56,23.2,42.0,1229.0,Cassava,Clay,Organic Compost
47.6,26.1,41.5,7.15,1.88,18.6,79.9,1644.0,Beans,Silt,Superphosphate
31.9,45.2,42.0,7.46,0.45,30.9,57.5,1001.0,Beans,Loamy,NPK 20-10-10
43.0,22.5,18.7,8.02,0.93,24.6,88.5,1070.0,Sorghum,Loamy,Potash
53.1,50.9,31.5,6.75,0.53,22.6,84.6,1916.0,Wheat,Clay,Organic Compost
25.0,7.2,21.7,6.99,2.08,32.2,58.1,1328.0,Tomato,Sandy,DAP
25.3,11.8,31.0,7.12,1.18,33.1,94.6,732.0,Cassava,Silt,DAP
30.2,43.5,36.1,6.79,1.86,26.2,40.7,1860.0,Maize,Clay,Organic Compost
56.2,58.3,29.3,6.29,0.58,26.9,56.9,661.0,Maize,Clay,Organic Compost
34.8,56.3,48.5,7.48,0.91,29.2,56.1,1124.0,Rice,Clay,Organic Compost
34.8,37.3,17.5,4.58,0.6,35.7,94.2,634.0,Cassava,Loamy,Potash
37.6,25.2,53.1,5.18,1.46,22.4,62.1,721.0,Maize,Loamy,NPK 20-10-10
36.2,25.0,14.6,8.09,1.15,32.8,89.7,1296.0,Maize,Silt,Potash
22.1,23.0,48.2,7.9,2.07,24.2,46.2,725.0,Tomato,Clay,Organic Compost
35.4,54.8,55.0,5.3,2.51,24.2,85.8,777.0,Millet,Loamy,NPK 20-10-10
39.2,61.4,34.9,5.86,1.65,33.9,41.1,1415.0,Millet,Clay,Organic Compost
23.7,20.4,32.8,6.89,1.34,20.3,67.0,1717.0,Rice,Clay,Organic Compost
31.2,23.4,28.5,7.36,1.35,34.8,73.8,1051.0,Sorghum,Silt,NPK 15-15-15
29.1,43.9,52.0,6.68,2.46,19.6,91.6,1491.0,Beans,Loamy,NPK 20-10-10
38.7,18.5,9.4,5.25,0.63,21.4,69.1,1253.0,Wheat,Silt,Superphosphate
5.5,31.7,34.7,8.0,0.98,35.6,80.8,1175.0,Tomato,Sandy,NPK 20-10-10
22.5,11.4,12.7,7.58,1.8,32.3,59.7,1877.0,Rice,Sandy,Superphosphate
27.8,31.1,53.1,5.73,1.11,25.7,58.0,1236.0,Maize,Clay,Organic Compost
33.0,23.1,34.5,5.85,0.84,36.1,85.0,1022.0,Beans,Sandy,NPK 15-15-15
38.2,55.1,36.4,6.28,0.81,32.6,74.5,636.0,Maize,Clay,Organic Compost
38.4,12.9,37.1,5.45,2.4,34.4,70.8,876.0,Maize,Loamy,DAP
36.0,26.2,46.4,7.69,0.57,35.9,62.2,445.0,Wheat,Clay,Potash
13.1,19.1,26.9,6.05,0.83,34.8,51.3,1560.0,Wheat,Sandy,NPK 20-10-10
38.7,59.0,25.1,6.49,1.95,35.3,75.7,1459.0,Tomato,Clay,Organic Compost
30.4,36.3,19.3,5.93,1.91,25.9,90.0,1310.0,Wheat,Silt,Potash
53.7,54.8,40.8,5.28,1.59,20.0,43.1,885.0,Beans,Loamy,Organic Compost
27.4,26.4,27.8,5.83,2.59,29.6,51.5,1478.0,Cassava,Sandy,NPK 15-15-15
19.2,32.6,11.1,7.52,1.73,31.3,71.7,1980.0,Sorghum,Silt,Potash
36.2,33.3,38.3,8.13,1.47,34.0,67.4,1584.0,Cassava,Silt,NPK 15-15-15
48.5,36.8,36.7,6.42,0.55,25.2,42.7,1584.0,Cassava,Silt,Potash
41.0,57.8,24.5,5.82,0.66,28.0,69.3,1027.0,Wheat,Clay,Organic Compost
8.3,28.9,11.4,7.18,1.36,22.4,45.5,1723.0,Cassava,Sandy,NPK 20-10-10
20.7,26.8,22.0,8.19,0.93,25.8,88.5,706.0,Beans,Sandy,NPK 15-15-15
34.8,29.0,7.1,6.6,1.91,24.1,77.2,1857.0,Beans,Sandy,Potash
27.8,13.9,25.0,6.37,1.74,27.8,62.8,483.0,Cassava,Sandy,DAP
27.2,38.9,43.1,6.73,2.38,36.6,87.9,1073.0,Beans,Loamy,NPK 15-15-15
42.0,21.8,55.2,7.78,1.79,29.6,61.3,1965.0,Cassava,Clay,Organic Compost
48.4,43.1,21.7,6.57,1.69,35.5,70.1,1069.0,Rice,Silt,Potash
14.2,39.8,15.5,5.47,1.93,32.2,85.9,1265.0,Beans,Loamy,NPK 20-10-10
16.5,26.7,15.2,6.52,1.54,23.2,66.7,1366.0,Sorghum,Silt,NPK 20-10-10
48.1,41.7,16.9,6.26,1.23,37.9,79.7,1438.0,Rice,Silt,Potash
47.1,26.9,8.6,6.34,1.76,23.8,63.4,842.0,Rice,Silt,Potash
27.3,41.9,13.4,7.42,1.51,25.3,71.7,961.0,Beans,Silt,Potash
29.7,38.1,25.8,4.52,1.05,29.2,81.8,1920.0,Millet,Clay,Organic Compost
39.9,20.9,36.8,6.17,1.01,24.0,58.8,679.0,Wheat,Loamy,NPK 15-15-15
50.2,44.5,29.5,5.69,2.43,26.4,46.2,1429.0,Cassava,Clay,Organic Compost
28.7,20.5,44.6,6.11,1.29,36.5,54.4,1338.0,Cassava,Clay,Organic Compost
44.4,36.1,27.1,7.86,1.23,27.2,75.6,1350.0,Cassava,Loamy,Potash
37.1,30.2,29.2,5.11,1.96,37.8,56.0,720.0,Tomato,Silt,NPK 15-15-15
49.1,39.8,43.6,5.74,2.1,28.1,66.5,1297.0,Cassava,Clay,Organic Compost
14.6,27.4,18.6,7.87,0.94,33.3,73.8,1627.0,Millet,Loamy,NPK 20-10-10
33.4,19.4,22.0,4.96,2.33,23.7,47.2,786.0,Maize,Loamy,DAP
25.9,25.0,22.7,7.72,0.52,30.1,72.3,1547.0,Rice,Sandy,NPK 15-15-15
26.6,28.8,39.5,5.46,2.31,37.9,63.4,1985.0,Cassava,Loamy,NPK 15-15-15
57.9,34.1,22.5,5.18,1.99,22.7,80.3,1731.0,Wheat,Clay,Organic Compost
27.6,43.5,57.1,5.4,2.6,32.7,91.4,897.0,Beans,Clay,Organic Compost
24.1,50.9,19.3,5.83,1.78,36.2,65.4,1359.0,Beans,Loamy,Potash
51.1,50.9,56.3,5.06,0.53,30.5,66.9,1401.0,Rice,Clay,Organic Compost
31.1,41.1,20.4,4.68,1.19,26.5,63.6,783.0,Millet,Loamy,NPK 20-10-10
24.3,26.3,36.1,4.67,0.49,26.7,43.4,1594.0,Sorghum,Loamy,NPK 15-15-15
14.9,7.6,32.2,5.65,1.24,33.7,51.9,733.0,Wheat,Sandy,NPK 20-10-10
30.8,26.6,53.2,5.25,1.48,21.8,60.7,534.0,Sorghum,Clay,Urea
28.0,28.3,52.5,6.15,1.73,23.6,72.2,1069.0,Millet,Clay,Organic Compost
22.9,25.3,38.6,5.64,2.18,21.9,47.4,507.0,Maize,Clay,Organic Compost
57.8,57.3,56.7,8.11,1.28,31.2,42.3,1786.0,Beans,Clay,Organic Compost
21.7,32.7,41.3,6.38,2.49,24.2,70.8,1773.0,Tomato,Silt,NPK 15-15-15
36.2,52.7,35.1,5.42,0.68,26.5,55.7,1983.0,Rice,Clay,Organic Compost
49.2,55.6,24.7,7.06,0.66,20.9,44.3,1398.0,Tomato,Clay,Organic Compost
45.6,46.8,41.8,6.82,1.72,25.9,65.1,626.0,Wheat,Silt,Organic Compost
28.3,20.7,29.5,5.12,2.16,32.4,81.1,1495.0,Millet,Loamy,NPK 15-15-15
42.0,45.9,61.2,5.84,1.01,19.2,93.4,806.0,Cassava,Clay,Organic Compost
32.9,21.2,13.1,6.33,0.64,20.7,66.4,1750.0,Maize,Sandy,Potash
22.0,10.3,18.6,4.76,0.81,24.1,49.5,1046.0,Beans,Silt,Potash
44.9,45.4,28.5,8.14,1.0,32.9,64.4,947.0,Wheat,Loamy,Potash
40.5,13.3,50.9,5.44,1.46,25.8,92.2,669.0,Rice,Loamy,DAP
31.9,42.9,21.1,7.84,2.24,20.5,80.1,498.0,Tomato,Clay,Organic Compost
23.1,44.0,16.7,7.93,1.87,27.5,46.7,1451.0,Wheat,Silt,Potash
24.9,32.7,25.3,7.03,1.36,37.6,70.5,625.0,Cassava,Silt,NPK 15-15-15
54.7,25.1,26.8,4.52,2.35,32.2,55.5,699.0,Beans,Loamy,Potash
21.9,9.7,10.3,5.93,0.95,22.5,62.4,735.0,Maize,Sandy,Superphosphate
9.8,17.3,26.8,6.09,1.91,33.5,71.4,970.0,Sorghum,Silt,NPK 20-10-10
10.5,25.2,8.1,5.75,0.42,35.2,51.6,1462.0,Wheat,Silt,NPK 20-10-10
54.6,46.6,29.3,6.07,1.3,29.8,61.4,549.0,Beans,Clay,Organic Compost
42.3,25.1,52.2,6.93,2.25,34.5,74.2,1903.0,Tomato,Loamy,NPK 20-10-10
16.6,47.6,38.7,5.5,1.69,18.4,69.0,1618.0,Cassava,Silt,Urea
38.7,47.2,48.3,5.27,1.11,22.5,61.4,463.0,Maize,Silt,NPK 20-10-10
50.5,43.7,30.5,5.41,0.58,19.7,82.0,1907.0,Maize,Clay,Organic Compost
11.5,22.9,18.0,4.86,0.92,30.8,66.6,1855.0,Tomato,Silt,NPK 20-10-10
32.7,39.1,27.7,4.63,1.26,22.2,57.0,759.0,Tomato,Silt,NPK 15-15-15
26.2,36.3,32.0,4.93,1.28,33.9,55.1,816.0,Cassava,Clay,Organic Compost
19.9,9.3,49.6,8.11,1.87,20.5,79.8,1125.0,Sorghum,Silt,Potash
6.2,8.4,21.6,7.22,2.55,37.7,84.7,478.0,Rice,Sandy,NPK 20-10-10
39.4,18.7,40.2,5.44,1.83,32.6,55.9,1987.0,Wheat,Loamy,DAP
32.5,25.3,42.9,6.41,0.96,28.5,87.5,779.0,Wheat,Silt,NPK 15-15-15
30.9,30.5,13.2,7.45,0.97,30.4,46.7,1071.0,Millet,Sandy,Potash
18.6,39.5,46.2,6.12,2.08,37.5,78.3,1109.0,Wheat,Loamy,Urea
24.0,26.1,38.4,5.55,0.5,25.6,86.9,530.0,Maize,Clay,Organic Compost
39.3,57.4,23.2,6.66,2.05,29.5,42.2,1273.0,Rice,Clay,Organic Compost
21.6,44.5,46.7,5.26,1.81,34.1,64.0,1867.0,Cassava,Loamy,NPK 20-10-10
14.4,46.3,34.0,4.93,1.26,24.1,88.2,967.0,Rice,Silt,Superphosphate
9.5,34.8,32.2,6.42,1.94,22.0,41.1,442.0,Millet,Sandy,NPK 20-10-10
50.0,49.5,60.4,7.36,1.64,24.9,92.7,699.0,Maize,Clay,Organic Compost
34.6,7.5,34.7,5.95,1.81,31.7,70.6,1869.0,Sorghum,Sandy,DAP
42.8,52.2,56.3,5.95,0.42,33.8,47.3,849.0,Tomato,Clay,Organic Compost
55.9,31.9,33.8,7.18,0.65,31.2,41.5,1503.0,Wheat,Clay,Organic Compost
6.5,32.3,15.4,5.94,0.78,20.6,43.0,572.0,Wheat,Sandy,NPK 20-10-10
12.3,13.4,11.8,6.31,0.89,20.9,63.1,1348.0,Sorghum,Silt,NPK 15-15-15
45.0,51.9,33.8,5.95,2.56,30.1,48.3,1543.0,Cassava,Clay,Organic Compost
31.0,32.8,20.8,6.56,0.49,34.5,78.2,1492.0,Cassava,Silt,NPK 15-15-15
9.9,30.2,30.7,7.66,1.89,24.6,68.5,1251.0,Millet,Silt,Urea
23.5,30.6,14.6,7.53,0.48,34.7,57.0,1511.0,Rice,Sandy,Potash
17.6,39.7,20.9,5.7,1.82,31.8,40.3,1203.0,Maize,Silt,Urea
27.1,38.7,20.3,7.92,0.91,31.9,77.2,1541.0,Sorghum,Loamy,NPK 15-15-15
50.8,38.3,53.4,4.84,2.26,30.6,88.8,961.0,Tomato,Loamy,NPK 20-10-10
51.9,47.7,57.5,6.09,1.68,35.0,70.7,1084.0,Millet,Clay,Organic Compost
59.5,28.6,30.5,5.21,0.81,19.2,83.9,943.0,Maize,Clay,Organic Compost
46.5,30.9,12.1,6.19,2.41,36.0,57.9,1954.0,Beans,Silt,Potash
47.3,13.5,20.3,6.58,1.21,37.6,62.2,1741.0,Tomato,Silt,DAP
38.7,8.6,15.2,4.88,1.7,34.7,83.2,1325.0,Beans,Silt,Superphosphate
27.0,39.5,12.1,4.81,0.78,37.2,81.8,1858.0,Rice,Silt,Potash
10.5,26.4,48.8,4.66,2.44,23.5,43.2,677.0,Cassava,Silt,NPK 20-10-10
60.1,61.5,23.0,6.52,1.36,23.6,69.6,793.0,Tomato,Clay,Organic Compost
44.2,44.9,34.0,6.07,1.24,20.7,93.5,1481.0,Beans,Loamy,Potash
54.9,22.8,49.8,4.87,0.41,36.2,44.8,1498.0,Tomato,Loamy,NPK 20-10-10
54.6,25.9,16.0,5.4,2.52,36.7,56.1,1274.0,Cassava,Loamy,Potash
34.2,43.7,14.1,6.33,2.08,18.8,63.8,1912.0,Beans,Silt,Potash
40.5,39.3,25.1,5.64,0.8,37.8,67.8,646.0,Rice,Clay,Organic Compost
48.2,39.5,34.4,7.2,1.08,26.1,45.0,786.0,Wheat,Loamy,Superphosphate
11.8,5.2,10.9,5.64,0.71,22.3,93.7,438.0,Rice,Sandy,NPK 15-15-15
61.2,35.1,32.8,6.07,1.78,26.8,58.1,1859.0,Beans,Clay,Organic Compost
49.8,31.8,43.7,5.69,0.91,21.8,81.5,1947.0,Rice,Silt,NPK 20-10-10
26.7,12.9,16.3,4.75,1.64,37.2,76.5,1091.0,Beans,Sandy,Superphosphate
34.5,58.8,49.8,5.46,1.36,18.3,41.2,1112.0,Beans,Clay,Organic Compost
27.8,23.7,24.0,5.75,1.72,32.5,61.5,1971.0,Wheat,Loamy,NPK 15-15-15
18.6,33.2,21.2,7.26,1.55,35.3,82.1,1720.0,Cassava,Sandy,Potash
42.0,36.4,31.7,7.52,1.04,29.3,67.3,1216.0,Sorghum,Clay,Organic Compost
37.3,20.7,20.0,4.9,1.42,21.8,64.5,959.0,Beans,Loamy,Organic Compost
25.1,21.2,10.1,4.57,1.8,28.8,83.2,1271.0,Sorghum,Silt,Potash
45.3,40.8,48.0,7.74,1.43,34.8,80.2,1189.0,Wheat,Silt,Organic Compost
11.0,36.4,25.6,5.91,1.43,36.7,93.8,1961.0,Beans,Silt,Urea
27.0,42.2,33.1,5.13,1.95,18.2,87.6,1987.0,Maize,Clay,Organic Compost
41.2,41.6,40.8,7.11,2.14,35.3,41.9,1987.0,Cassava,Silt,Organic Compost
17.0,34.6,7.8,7.34,0.7,29.2,65.6,572.0,Maize,Sandy,NPK 20-10-10
33.7,29.9,40.4,6.7,1.97,24.5,75.7,1373.0,Tomato,Clay,Organic Compost
50.7,48.0,42.6,5.54,0.72,31.9,72.4,1307.0,Millet,Loamy,Organic Compost
17.7,46.4,45.0,4.97,1.71,36.2,76.7,1237.0,Maize,Silt,Urea
47.6,38.2,52.6,7.72,0.76,31.9,78.4,635.0,Rice,Clay,Organic Compost
13.7,38.7,17.9,5.36,0.68,31.7,89.9,1319.0,Wheat,Silt,NPK 20-10-10
15.0,16.6,31.2,8.18,2.46,19.9,51.1,1490.0,Maize,Silt,NPK 20-10-10
33.7,22.6,20.9,7.54,1.23,32.3,90.5,1919.0,Rice,Sandy,NPK 20-10-10
26.2,5.1,24.9,7.54,0.6,18.5,68.0,1980.0,Wheat,Sandy,DAP
49.5,32.7,30.1,6.74,1.13,22.8,61.7,1252.0,Beans,Clay,Organic Compost
26.9,12.3,18.8,4.86,1.65,30.8,61.9,750.0,Beans,Sandy,Superphosphate
26.9,25.6,21.8,5.19,2.28,30.2,77.3,1534.0,Wheat,Sandy,NPK 15-15-15
28.7,16.9,26.9,5.89,2.17,34.9,85.9,1445.0,Cassava,Sandy,DAP
35.9,60.4,54.9,5.49,1.23,35.9,53.9,531.0,Millet,Clay,NPK 15-15-15
16.9,19.2,32.9,6.05,0.71,27.8,75.9,1032.0,Tomato,Silt,NPK 20-10-10
40.0,18.1,30.8,7.86,0.75,35.5,64.6,1365.0,Maize,Loamy,DAP
27.5,52.0,26.0,5.14,0.42,35.3,86.4,1025.0,Rice,Clay,Superphosphate
19.4,18.4,21.1,5.45,2.45,30.6,58.8,1622.0,Beans,Loamy,NPK 20-10-10
19.5,18.6,27.3,4.6,1.37,22.0,82.2,928.0,Rice,Loamy,NPK 20-10-10
41.4,28.0,24.8,5.45,0.42,21.1,52.2,1453.0,Tomato,Silt,Potash
42.5,23.7,35.5,6.56,0.73,27.2,93.2,640.0,Cassava,Silt,Potash
51.3,21.6,39.0,5.48,1.06,26.1,56.0,1308.0,Maize,Clay,Organic Compost
31.2,18.7,24.4,7.45,0.64,25.6,92.2,402.0,Beans,Loamy,DAP
11.3,29.8,19.1,4.89,1.87,33.6,64.8,1543.0,Maize,Sandy,NPK 20-10-10
11.6,34.4,10.3,7.9,1.05,27.8,78.7,672.0,Wheat,Sandy,NPK 20-10-10
32.5,26.9,15.7,5.49,2.22,28.3,92.1,844.0,Maize,Loamy,Potash
23.3,33.3,35.1,6.8,0.71,35.8,88.2,1248.0,Cassava,Clay,Organic Compost
16.6,31.7,20.1,7.91,1.46,28.1,81.9,1655.0,Tomato,Silt,Urea
31.0,17.4,8.3,7.71,2.37,21.1,51.8,783.0,Sorghum,Sandy,Superphosphate
16.8,33.0,5.6,5.97,0.66,37.7,50.8,1895.0,Beans,Sandy,NPK 20-10-10
29.3,29.5,14.2,4.96,1.85,23.5,66.1,596.0,Beans,Silt,Potash
27.3,26.2,25.8,6.81,0.48,31.5,77.1,719.0,Wheat,Clay,Organic Compost
20.5,40.7,29.3,8.07,2.46,22.3,84.7,947.0,Rice,Silt,NPK 20-10-10
33.7,52.2,50.9,6.16,2.22,36.3,79.8,1517.0,Sorghum,Loamy,NPK 20-10-10
26.2,28.7,35.4,7.99,1.06,20.6,65.5,943.0,Tomato,Clay,Organic Compost
21.9,34.0,31.7,7.84,2.14,25.2,82.6,1358.0,Cassava,Sandy,NPK 15-15-15
56.3,22.8,57.7,7.13,1.12,26.0,63.8,1093.0,Sorghum,Clay,Urea
7.7,9.2,32.9,6.59,2.39,31.0,59.6,1698.0,Cassava,Sandy,NPK 20-10-10
16.0,20.8,13.7,4.82,2.36,33.8,52.2,787.0,Sorghum,Loamy,NPK 20-10-10
43.3,29.1,37.1,7.89,1.41,35.5,69.2,1083.0,Rice,Clay,Organic Compost
54.9,13.3,34.2,6.99,1.29,29.4,42.9,849.0,Beans,Loamy,DAP
48.6,57.9,22.6,6.16,1.28,37.3,78.8,1928.0,Maize,Clay,Organic Compost
48.7,13.6,51.8,6.26,2.52,18.2,45.2,520.0,Beans,Loamy,Potash
22.0,13.6,14.1,6.16,1.78,18.9,71.6,1331.0,Rice,Silt,Superphosphate
46.6,52.8,31.9,6.39,0.62,33.6,76.4,1085.0,Rice,Clay,Organic Compost
21.9,17.8,18.6,5.17,2.4,29.0,61.7,1898.0,Beans,Sandy,Superphosphate
41.8,53.6,47.6,5.91,2.18,27.6,62.3,1289.0,Rice,Loamy,NPK 20-10-10
17.0,29.6,47.6,7.81,0.8,36.9,65.7,643.0,Sorghum,Loamy,Urea
50.7,49.3,46.8,7.56,2.21,26.8,68.4,1068.0,Wheat,Clay,Organic Compost
13.9,17.7,21.9,7.46,0.7,29.2,91.6,1054.0,Beans,Sandy,DAP
21.1,42.0,31.9,7.98,2.1,34.0,73.1,623.0,Millet,Loamy,NPK 20-10-10
23.9,25.7,11.2,7.68,1.18,22.4,81.3,1403.0,Wheat,Sandy,Potash
24.4,28.0,52.2,6.5,1.35,21.0,44.9,1096.0,Millet,Clay,Organic Compost
14.5,35.0,34.9,5.75,0.88,21.9,72.3,903.0,Sorghum,Sandy,NPK 20-10-10
38.2,22.7,32.7,6.93,2.58,24.1,81.5,1369.0,Maize,Loamy,NPK 15-15-15
24.5,30.0,49.9,7.25,1.79,22.0,45.9,1578.0,Sorghum,Clay,Organic Compost
20.8,46.0,52.7,6.22,0.51,23.8,49.6,1390.0,Sorghum,Clay,Organic Compost
47.2,51.6,48.3,6.66,1.18,19.6,61.5,694.0,Wheat,Loamy,Organic Compost
32.2,25.2,42.1,6.82,1.68,36.5,55.4,930.0,Millet,Loamy,Superphosphate
29.6,10.7,20.7,5.64,2.13,30.8,43.0,660.0,Cassava,Sandy,DAP
17.0,25.0,23.7,6.24,0.46,28.6,49.2,1575.0,Wheat,Loamy,Urea
46.5,58.2,60.1,6.8,1.78,25.1,91.4,1704.0,Cassava,Clay,Organic Compost
39.2,22.7,42.5,7.89,0.65,28.4,88.8,1283.0,Wheat,Silt,NPK 15-15-15
20.8,33.3,53.6,7.79,1.74,21.1,61.2,779.0,Millet,Loamy,NPK 15-15-15
34.2,33.5,21.1,6.17,2.56,36.2,79.2,1788.0,Tomato,Silt,NPK 15-15-15
39.8,18.4,48.5,6.11,0.5,21.8,76.4,1464.0,Rice,Silt,DAP
46.6,50.3,28.5,5.26,0.48,30.1,60.5,1898.0,Sorghum,Clay,Organic Compost
34.5,35.0,35.2,6.76,1.21,21.0,49.1,1244.0,Beans,Clay,Organic Compost
21.8,31.1,49.1,7.03,0.57,22.9,52.5,1935.0,Maize,Clay,Organic Compost
14.1,37.2,30.0,7.28,0.87,18.6,46.2,1209.0,Beans,Silt,Urea
32.7,16.3,11.0,6.81,1.22,32.9,60.3,560.0,Tomato,Silt,Superphosphate
32.1,25.9,5.4,7.57,1.62,18.2,84.1,1633.0,Millet,Sandy,Potash
52.7,50.0,40.8,5.14,1.38,21.1,56.8,1796.0,Cassava,Clay,Organic Compost
13.4,33.0,43.9,7.7,0.46,33.9,89.0,646.0,Maize,Loamy,Superphosphate
17.9,16.0,32.8,5.44,1.99,28.3,65.1,1789.0,Rice,Silt,NPK 20-10-10
23.8,42.6,51.4,6.99,2.17,33.6,68.6,824.0,Maize,Clay,Organic Compost
13.8,45.5,16.6,5.12,0.82,22.2,55.2,1306.0,Cassava,Silt,NPK 20-10-10
38.1,39.9,49.0,4.71,1.09,31.7,61.1,548.0,Millet,Clay,Organic Compost
31.5,8.6,7.3,6.57,0.84,35.2,49.8,1158.0,Rice,Sandy,Superphosphate
62.0,52.2,34.1,6.24,0.74,25.9,57.3,892.0,Wheat,Clay,Organic Compost
35.4,24.9,21.8,8.02,0.63,31.1,45.0,1670.0,Millet,Clay,Organic Compost
9.0,48.5,28.3,5.05,0.68,31.6,51.4,1193.0,Maize,Silt,Urea
44.9,13.2,21.8,7.91,1.85,35.7,41.3,1805.0,Cassava,Loamy,DAP
18.3,16.6,30.9,6.95,2.02,36.3,57.2,509.0,Rice,Sandy,NPK 20-10-10
25.3,6.1,34.5,6.5,1.27,27.9,69.5,1872.0,Beans,Sandy,DAP
24.8,37.8,59.0,7.32,2.44,20.6,65.7,1240.0,Tomato,Clay,Potash
20.4,24.6,40.5,4.9,1.28,37.8,64.2,1304.0,Maize,Clay,Organic Compost
46.8,43.6,31.1,5.21,2.01,24.6,66.8,809.0,Tomato,Loamy,Potash
14.0,16.6,20.2,5.55,2.53,20.1,46.8,1406.0,Beans,Sandy,NPK 20-10-10
11.2,13.5,17.3,5.98,1.63,30.4,78.3,478.0,Rice,Silt,NPK 15-15-15
40.0,25.7,38.1,6.26,2.19,20.0,69.4,899.0,Wheat,Loamy,NPK 15-15-15
45.6,38.4,14.0,6.9,1.98,19.4,61.2,878.0,Sorghum,Loamy,Potash
28.7,42.3,51.9,5.95,2.37,31.0,46.4,1962.0,Maize,Clay,Organic Compost
14.3,19.2,5.6,7.81,0.58,21.4,69.5,1675.0,Rice,Sandy,NPK 15-15-15
20.7,49.4,31.4,4.99,0.41,37.3,80.4,949.0,Wheat,Clay,Organic Compost
58.3,42.5,59.4,7.3,1.6,25.6,91.5,712.0,Beans,Clay,Organic Compost
9.0,6.8,14.3,7.46,0.81,34.6,94.7,1241.0,Rice,Sandy,NPK 15-15-15
39.3,32.0,48.2,5.35,1.21,21.1,71.8,663.0,Tomato,Clay,Organic Compost
42.7,31.5,45.3,7.77,1.43,25.4,79.6,1945.0,Cassava,Loamy,NPK 20-10-10
12.2,54.2,46.3,8.0,0.64,19.0,64.0,495.0,Tomato,Loamy,Superphosphate
7.9,16.0,20.0,4.88,1.81,30.2,56.2,886.0,Millet,Sandy,NPK 20-10-10
32.2,11.1,10.4,7.68,1.74,33.3,71.7,1957.0,Cassava,Sandy,Urea
12.7,36.2,21.2,7.41,0.67,22.6,43.6,1989.0,Rice,Silt,Urea
24.4,18.2,32.5,5.0,0.46,21.1,91.6,1887.0,Wheat,Sandy,Superphosphate
20.2,20.7,22.8,7.11,2.47,19.4,47.9,1148.0,Rice,Clay,Organic Compost
28.4,25.9,30.5,7.61,1.41,36.4,86.3,1246.0,Rice,Clay,Organic Compost
24.2,33.2,23.6,6.32,1.84,20.7,56.2,804.0,Sorghum,Sandy,NPK 15-15-15
24.0,31.2,25.9,7.5,0.71,19.3,60.4,610.0,Sorghum,Sandy,NPK 15-15-15
59.4,23.7,59.7,7.19,2.17,27.9,60.0,1559.0,Wheat,Clay,Organic Compost
37.7,22.6,29.2,6.63,0.88,18.2,43.8,441.0,Beans,Loamy,NPK 15-15-15
31.1,31.5,12.5,4.6,0.96,19.0,51.3,456.0,Rice,Loamy,NPK 20-10-10
38.7,53.9,22.4,5.5,1.78,21.5,68.6,1509.0,Beans,Clay,Organic Compost
9.9,31.3,6.6,6.17,1.43,19.7,57.4,1644.0,Maize,Sandy,NPK 20-10-10
48.5,10.2,8.6,5.48,0.61,19.7,62.6,1443.0,Beans,Silt,Superphosphate
44.0,50.1,45.9,6.22,1.37,33.6,52.7,697.0,Wheat,Clay,NPK 15-15-15
35.9,30.0,11.6,8.17,1.22,18.1,73.3,412.0,Cassava,Silt,Potash
